candidate_id,candidate_key,first_name,incumbent,last_name,name_display,order,party_id,percent,percent_display,seat,state_id,votes,winner,wasted_votes,winner2,contested,party_id2,state_seat_count
polis-9302,polisj,Jared,True,Polis,Jared Polis,1,democrat,56.9,56.9,2,CO,260175,True,130087,1,0,democrat,7
morse-65187,morsen,Nicholas,False,Morse,Nicholas Morse,2,republican,37.2,37.2,2,CO,170001,False,170002,0,0,republican,7
longstreth-65634,longstrethr,Richard,False,Longstreth,Richard Longstreth,3,libertarian,5.9,5.9,2,CO,27136,False,27136,0,0,other,7
tipton-51753,tiptons,Scott,True,Tipton,Scott Tipton,1,republican,54.6,54.6,3,CO,204220,True,102109,1,0,republican,7
schwartz-9364,schwartzg,Gail,False,Schwartz,Gail Schwartz,2,democrat,40.3,40.3,3,CO,150914,False,150914,0,0,democrat,7
kent-62893,kentg,Gaylon,False,Kent,Gaylon Kent,3,libertarian,5.1,5.1,3,CO,18903,False,18904,0,0,other,7
buck-61077,buckk,Ken,True,Buck,Ken Buck,2,republican,63.5,63.5,4,CO,248230,True,124114,1,0,republican,7
seay-65189,seayb,Bob,False,Seay,Bob Seay,1,democrat,31.7,31.7,4,CO,123642,False,123642,0,0,democrat,7
griffith-65636,griffithb,Bruce,False,Griffith,Bruce Griffith,3,libertarian,4.8,4.8,4,CO,18761,False,18762,0,0,other,7
lamborn-9174,lambornd,Doug,True,Lamborn,Doug Lamborn,2,republican,62.3,62.3,5,CO,225445,True,112722,1,0,republican,7
plowright-65190,plowrightm,Misty,False,Plowright,Misty Plowright,1,democrat,30.9,30.9,5,CO,111676,False,111676,0,0,democrat,7
mcredmond-65637,mcredmondm,Mike,False,McRedmond,Mike McRedmond,3,libertarian,6.9,6.9,5,CO,24872,False,24872,0,0,other,7
coffman-8993,coffmanm,Mike,True,Coffman,Mike Coffman,1,republican,50.9,50.9,6,CO,191626,True,95812,1,0,republican,7
carroll-65194,carrollm,Morgan,False,Carroll,Morgan Carroll,2,democrat,42.6,42.6,6,CO,160372,False,160372,0,0,democrat,7
olsen-741,olsenn,Norm,False,Olsen,Norm Olsen,3,libertarian,5.0,5.0,6,CO,18778,False,18778,0,0,other,7
worthey-65638,wortheyr,Robert Lee,False,Worthey,Robert Lee Worthey,4,green,1.5,1.5,6,CO,5641,False,5642,0,0,other,7
perlmutter-9291,perlmuttere,Ed,True,Perlmutter,Ed Perlmutter,1,democrat,55.2,55.2,7,CO,199758,True,99878,1,0,democrat,7
athanasopoulos-65193,athanasopoulosg,George,False,Athanasopoulos,George Athanasopoulos,2,republican,39.8,39.8,7,CO,144066,False,144066,0,0,republican,7
buchanan-63244,buchananm,Martin,False,Buchanan,Martin Buchanan,3,libertarian,5.0,5.0,7,CO,18186,False,18186,0,0,other,7
larson-1139,larsonj,John,True,Larson,John Larson,1,democrat,64.1,64.1,1,CT,200686,True,100342,1,0,democrat,5
corey-62729,coreym,Matthew,False,Corey,Matthew Corey,2,republican,33.8,33.8,1,CT,105674,False,105674,0,0,republican,5
derosa-62712,derosam,Michael,False,DeRosa,Mike De Rosa,4,green,2.1,2.1,1,CT,6563,False,6564,0,0,other,5
courtney-1231,courtneyj,Joe,True,Courtney,Joe Courtney,1,democrat,63.2,63.2,2,CT,208818,True,104408,1,0,democrat,5
novak-60574,novakd,Daria,False,Novak,Daria Novak,2,republican,33.7,33.7,2,CT,111149,False,111150,0,0,republican,5
pelto-65793,peltoj,Jonathan,False,Pelto,Jonathan Pelto,5,green,1.6,1.6,2,CT,5332,False,5332,0,0,other,5
reale-61163,realed,Daniel,False,Reale,Daniel Reale,4,libertarian,1.5,1.5,2,CT,4949,False,4950,0,0,other,5
delauro-1141,delauror,Rosa,True,DeLauro,Rosa DeLauro,1,democrat,69.0,69.0,3,CT,213572,True,106785,1,0,democrat,5
cadena-65521,cadenaa,Angel,False,Cadena,Angel Cadena,2,republican,31.0,31.0,3,CT,95786,False,95786,0,0,republican,5
himes-59590,himesj,Jim,True,Himes,Jim Himes,1,democrat,59.9,59.9,4,CT,187811,True,93905,1,0,democrat,5
shaban-65374,shabanj,John,False,Shaban,John Shaban,2,republican,40.1,40.1,4,CT,125724,False,125724,0,0,republican,5
esty-62534,estye,Elizabeth,True,Esty,Elizabeth Esty,1,democrat,58.0,58.0,5,CT,179252,True,89625,1,0,democrat,5
cope-65375,copec,Clay,False,Cope,Clay Cope,2,republican,42.0,42.0,5,CT,129801,False,129802,0,0,republican,5
rochester-65591,rochesterl,Lisa,False,Rochester,Lisa Blunt Rochester,1,democrat,55.5,55.5,1,DE,233554,True,116776,1,0,democrat,1
reigle-65640,reigleh,Hans,False,Reigle,Hans Reigle,2,republican,41.0,41.0,1,DE,172301,False,172302,0,0,republican,1
perri-62706,perrim,Mark,False,Perri,Mark Perri,3,green,2.0,2.0,1,DE,8326,False,8326,0,0,other,1
gesty-62449,gestys,Scott,False,Gesty,Scott Gesty,4,libertarian,1.5,1.5,1,DE,6436,False,6436,0,0,other,1
gaetz-65653,gaetzm,Matt,False,Gaetz,Matt Gaetz,1,republican,69.1,69.1,1,FL,255107,True,127553,1,0,republican,27
specht-65652,spechts,Steven,False,Specht,Steven Specht,2,democrat,30.9,30.9,1,FL,114079,False,114080,0,0,democrat,27
dunn-65654,dunnn,Neal,False,Dunn,Neal Dunn,1,republican,67.3,67.3,2,FL,231163,True,115581,1,0,republican,27
dartland-10617,dartlandw,Walter,False,Dartland,Walter Dartland,2,democrat,29.9,29.9,2,FL,102801,False,102802,0,0,democrat,27
lapham-64016,laphamr,Rob,False,Lapham,Rob Lapham,3,libertarian,2.7,2.7,2,FL,9395,False,9396,0,0,other,27
yoho-62555,yohot,Ted,True,Yoho,Ted Yoho,1,republican,56.6,56.6,3,FL,193843,True,96921,1,0,republican,27
mcgurn-65655,mcgurnk,Ken,False,McGurn,Ken McGurn,2,democrat,39.8,39.8,3,FL,136338,False,136338,0,0,democrat,27
wells-65656,wellst,Tom,False,Wells,Tom Wells,3,no-party-affiliation,3.7,3.7,3,FL,12519,False,12520,0,0,other,27
rutherford-65658,rutherfordj,John,False,Rutherford,John Rutherford,1,republican,70.2,70.2,4,FL,287509,True,143754,1,0,republican,27
bruderly-65657,bruderlyd,David,False,Bruderly,David Bruderly,2,democrat,27.6,27.6,4,FL,113088,False,113088,0,0,democrat,27
koniz-64215,konizg,Gary,False,Koniz,Gary L. Koniz,3,no-party-affiliation,2.2,2.2,4,FL,9054,False,9054,0,0,other,27
lawson-53059,lawsona,Al,False,Lawson,Al Lawson,2,democrat,64.2,64.2,5,FL,194549,True,97274,1,0,democrat,27
smith-64142,smithg,Glo,False,Smith,Glo Smith,1,republican,35.8,35.8,5,FL,108325,False,108326,0,0,republican,27
desantis-62557,desantisr,Ron,True,DeSantis,Ron DeSantis,1,republican,58.6,58.6,6,FL,213519,True,106759,1,0,republican,27
mccullough-65769,mcculloughb,Bill,False,McCullough,Bill McCullough,2,democrat,41.4,41.4,6,FL,151051,False,151052,0,0,democrat,27
murphy-65659,murphys,Stephanie,False,Murphy,Stephanie Murphy,2,democrat,51.5,51.5,7,FL,182039,True,91019,1,0,democrat,27
mica-856,micaj,John,True,Mica,John Mica,1,republican,48.5,48.5,7,FL,171583,False,171584,0,0,republican,27
posey-53077,poseyb,Bill,True,Posey,Bill Posey,1,republican,63.1,63.1,8,FL,246483,True,123241,1,0,republican,27
westbrook-65660,westbrookc,Corry,False,Westbrook,Corry Westbrook,2,democrat,32.5,32.5,8,FL,127127,False,127128,0,0,democrat,27
stinson-65661,stinsonb,Bill,False,Stinson,Bill Stinson,3,no-party-affiliation,4.3,4.3,8,FL,16951,False,16952,0,0,other,27
soto-65743,sotod,Darren,False,Soto,Darren Soto,2,democrat,57.5,57.5,9,FL,195311,True,97655,1,0,democrat,27
liebnitzky-65747,liebnitzkyw,Wayne,False,Liebnitzky,Wayne Liebnitzky,1,republican,42.5,42.5,9,FL,144450,False,144450,0,0,republican,27
demings-62128,demingsv,Val,False,Demings,Val Demings,2,democrat,64.9,64.9,10,FL,198491,True,99245,1,0,democrat,27
lowe-65662,lowet,Thuy,False,Lowe,Thuy Lowe,1,republican,35.1,35.1,10,FL,107498,False,107498,0,0,republican,27
webster-53062,websterd,Daniel,True,Webster,Daniel Webster,1,republican,65.4,65.4,11,FL,258016,True,129007,1,0,republican,27
koller-64153,kollerd,Dave,False,Koller,Dave Koller,2,democrat,31.6,31.6,11,FL,124713,False,124714,0,0,democrat,27
riggs-60496,riggsb,Bruce Ray,False,Riggs,Bruce Ray Riggs,3,no-party-affiliation,3.0,3.0,11,FL,11990,False,11990,0,0,other,27
bilirakis-52981,bilirakisg,Gus,True,Bilirakis,Gus Bilirakis,1,republican,68.6,68.6,12,FL,253559,True,126779,1,0,republican,27
tager-65663,tagerr,Robert,False,Tager,Robert Tager,2,democrat,31.4,31.4,12,FL,116110,False,116110,0,0,democrat,27
crist-10601,cristc,Charlie,False,Crist,Charlie Crist,2,democrat,51.9,51.9,13,FL,184693,True,92346,1,0,democrat,27
jolly-63159,jollyd,David,True,Jolly,David Jolly,1,republican,48.1,48.1,13,FL,171149,False,171150,0,0,republican,27
castor-10546,castork,Kathy,True,Castor,Kathy Castor,2,democrat,61.8,61.8,14,FL,195789,True,97894,1,0,democrat,27
quinn-65664,quinnc,Christine,False,Quinn,Christine Quinn,1,republican,38.2,38.2,14,FL,121088,False,121088,0,0,republican,27
ross-52996,rossd,Dennis,True,Ross,Dennis A. Ross,1,republican,57.5,57.5,15,FL,182999,True,91499,1,0,republican,27
lange-65665,langej,Jim,False,Lange,Jim Lange,2,democrat,42.5,42.5,15,FL,135475,False,135476,0,0,democrat,27
buchanan-53213,buchananv,Vern,True,Buchanan,Vern Buchanan,1,republican,59.8,59.8,16,FL,230654,True,115326,1,0,republican,27
schneider-1009,schneiderj,Jan,False,Schneider,Jan Schneider,2,democrat,40.2,40.2,16,FL,155262,False,155262,0,0,democrat,27
rooney-59163,rooneyt,Tom,True,Rooney,Tom Rooney,1,republican,61.8,61.8,17,FL,209348,True,104673,1,0,republican,27
freeman-63276,freemana,April,False,Freeman,April Freeman,2,democrat,34.2,34.2,17,FL,115974,False,115974,0,0,democrat,27
sawyer-65666,sawyerj,John,False,Sawyer,John Sawyer,3,no-party-affiliation,3.9,3.9,17,FL,13353,False,13354,0,0,other,27
mast-65757,mastb,Brian,False,Mast,Brian Mast,1,republican,53.6,53.6,18,FL,201488,True,100743,1,0,republican,27
perkins-65771,perkinsr,Randy,False,Perkins,Randy Perkins,2,democrat,43.1,43.1,18,FL,161918,False,161918,0,0,democrat,27
spalding-65667,spaldingc,Carla,False,Spalding,Carla Spalding,3,no-party-affiliation,3.3,3.3,18,FL,12503,False,12504,0,0,other,27
rooney-65668,rooneyf,Francis,False,Rooney,Francis Rooney,1,republican,65.9,65.9,19,FL,239225,True,119612,1,0,republican,27
neeld-11095,neeldr,Robert,False,Neeld,Robert Neeld,2,democrat,34.1,34.1,19,FL,123812,False,123812,0,0,democrat,27
hastings-874,hastingsa,Alcee,True,Hastings,Alcee L. Hastings,2,democrat,80.3,80.3,20,FL,222914,True,111456,1,0,democrat,27
stein-58845,steing,Gary,False,Stein,Gary Stein,1,republican,19.7,19.7,20,FL,54646,False,54646,0,0,republican,27
frankel-10720,frankell,Lois,True,Frankel,Lois Frankel,2,democrat,62.7,62.7,21,FL,210606,True,105302,1,0,democrat,27
spain-64165,spainp,Paul,False,Spain,Paul Spain,1,republican,35.1,35.1,21,FL,118038,False,118038,0,0,republican,27
trout-62150,troutm,Michael,False,Trout,Michael Trout,3,no-party-affiliation,2.1,2.1,21,FL,7217,False,7218,0,0,other,27
deutch-60128,deutcht,Ted,True,Deutch,Ted Deutch,2,democrat,58.9,58.9,22,FL,199113,True,99556,1,0,democrat,27
mcgee-64164,mcgeea,Andrea,False,McGee,Andrea McGee,1,republican,41.1,41.1,22,FL,138737,False,138738,0,0,republican,27
wasserman-schultz-11357,wasserman_schultzd,Debbie,True,Wasserman Schultz,Debbie Wasserman Schultz,2,democrat,56.7,56.7,23,FL,183225,True,91612,1,0,democrat,27
kaufman-64167,kaufmanj,Joe,False,Kaufman,Joe Kaufman,1,republican,40.5,40.5,23,FL,130818,False,130818,0,0,republican,27
endriss-65669,endrissd,Don,False,Endriss,Don Endriss,3,no-party-affiliation,1.6,1.6,23,FL,5180,False,5180,0,0,other,27
milstein-65670,milsteinl,Lyle,False,Milstein,Lyle Milstein,4,no-party-affiliation,1.2,1.2,23,FL,3897,False,3898,0,0,other,27
wilson-53086,wilsonf,Frederica,True,Wilson,Frederica S. Wilson,1,democrat,100.0,0.0,24,FL,339893,True,169946,1,1,democrat,27
diaz-balart-878,diaz_balartm,Mario,True,Diaz-Balart,Mario Diaz-Balart,1,republican,62.4,62.4,25,FL,157921,True,78960,1,0,republican,27
valdes-65763,valdesa,Alina,False,Valdes,Alina Valdes,2,democrat,37.6,37.6,25,FL,95319,False,95320,0,0,democrat,27
curbelo-64170,curbeloc,Carlos,True,Curbelo,Carlos Curbelo,1,republican,52.9,52.9,26,FL,148547,True,74273,1,0,republican,27
garcia-58641,garciaj,Joe,False,Garcia,Joe Garcia,2,democrat,41.2,41.2,26,FL,115493,False,115494,0,0,democrat,27
peixoto-62152,peixotoj,Jose,False,Peixoto,Jose Peixoto,3,no-party-affiliation,5.9,5.9,26,FL,16502,False,16502,0,0,other,27
ros-lehtinen-867,ros_lehtineni,Ileana,True,Ros-Lehtinen,Ileana Ros-Lehtinen,1,republican,54.9,54.9,27,FL,157917,True,78958,1,0,republican,27
fuhrman-65672,fuhrmans,Scott,False,Fuhrman,Scott Fuhrman,2,democrat,45.1,45.1,27,FL,129760,False,129760,0,0,democrat,27
carter-63354,carterb,Buddy,True,Carter,Earl L. Buddy Carter,1,republican,100.0,0.0,1,GA,287868,True,143933,1,1,republican,14
bishop-1253,bishops,Sanford,True,Bishop,Sanford D. Bishop Jr.,2,democrat,61.2,61.2,2,GA,148543,True,74271,1,0,democrat,14
duke-63358,dukeg,Greg,False,Duke,Greg Duke,1,republican,38.8,38.8,2,GA,94056,False,94056,0,0,republican,14
ferguson-64902,fergusond,Drew,False,Ferguson,Drew Ferguson,1,republican,68.3,68.3,3,GA,207218,True,103608,1,0,republican,14
pendley-64884,pendleya,Angela,False,Pendley,Angela Pendley,2,democrat,31.7,31.7,3,GA,95969,False,95970,0,0,democrat,14
johnson-59400,johnsonh,Hank,True,Johnson,Hank Johnson,2,democrat,75.7,75.7,4,GA,220146,True,110072,1,0,democrat,14
armendariz-61317,armendarizv,Victor,False,Armendariz,Victor Armendariz,1,republican,24.3,24.3,4,GA,70593,False,70594,0,0,republican,14
lewis-833,lewisj,John,True,Lewis,John Lewis,2,democrat,84.4,84.4,5,GA,253781,True,126890,1,0,democrat,14
bell-64890,belld,Douglas,False,Bell,Douglas Bell,1,republican,15.6,15.6,5,GA,46768,False,46768,0,0,republican,14
price-12873,pricet,Tom,True,Price,Tom Price,1,republican,61.7,61.7,6,GA,201088,True,100543,1,0,republican,14
stooksbury-64891,stooksburyr,Rodney,False,Stooksbury,Rodney Stooksbury,2,democrat,38.3,38.3,6,GA,124917,False,124918,0,0,democrat,14
woodall-61021,woodallr,Rob,True,Woodall,Rob Woodall,1,republican,60.4,60.4,7,GA,174081,True,87040,1,0,republican,14
malik-64892,malikr,Rashid,False,Malik,Rashid Malik,2,democrat,39.6,39.6,7,GA,114220,False,114220,0,0,democrat,14
scott-13031,scotta,Austin,True,Scott,Austin Scott,1,republican,67.6,67.6,8,GA,173983,True,86991,1,0,republican,14
harris-64905,harrisj,James,False,Harris,James Harris,2,democrat,32.4,32.4,8,GA,83225,False,83226,0,0,democrat,14
collins-62270,collinsd,Doug,True,Collins,Doug Collins,1,republican,100.0,0.0,9,GA,287868,True,143933,1,1,republican,14
hice-61020,hicej,Jody,True,Hice,Jody B. Hice,1,republican,100.0,0.0,10,GA,287868,True,143933,1,1,republican,14
loudermilk-63369,loudermilkb,Barry,True,Loudermilk,Barry Loudermilk,1,republican,67.4,67.4,11,GA,217935,True,108967,1,0,republican,14
wilson-64903,wilsond,Don,False,Wilson,Don Wilson,2,democrat,32.6,32.6,11,GA,105383,False,105384,0,0,democrat,14
allen-61316,allenr,Rick,True,Allen,Rick W. Allen,1,republican,61.6,61.6,12,GA,159492,True,79745,1,0,republican,14
mccracken-64898,mccrackent,Tricia,False,McCracken,Tricia McCracken,2,democrat,38.4,38.4,12,GA,99420,False,99420,0,0,democrat,14
scott-1257,scottd,David,True,Scott,David Scott,1,democrat,100.0,0.0,13,GA,287868,True,143933,1,1,democrat,14
graves-53104,gravest,Tom,True,Graves,Tom Graves,1,republican,100.0,0.0,14,GA,287868,True,143933,1,1,republican,14
hanabusa-53401,hanabusac,Colleen,False,Hanabusa,Colleen Hanabusa,2,democrat,71.9,71.9,1,HI,145417,True,72708,1,0,democrat,2
ostrov-65532,ostrovs,Shirlene,False,Ostrov,Shirlene Ostrov,3,republican,22.7,22.7,1,HI,45958,False,45958,0,0,republican,2
yim-65533,yima,Alan,False,Yim,Alan Yim,4,libertarian,3.3,3.3,1,HI,6601,False,6602,0,0,other,2
griffin-63996,griffinc,Calvin,False,Griffin,Calvin Griffin,1,nonpartisan,2.2,2.2,1,HI,4381,False,4382,0,0,other,2
gabbard-62589,gabbardt,Tulsi,True,Gabbard,Tulsi Gabbard,1,democrat,81.2,81.2,2,HI,170848,True,85423,1,0,democrat,2
kaaihue-65535,kaaihuea,Angela,False,Kaaihue,Angela Kaaihue,2,republican,18.8,18.8,2,HI,39668,False,39668,0,0,republican,2
blum-62159,blumr,Rod,True,Blum,Rod Blum,1,republican,53.8,53.8,1,IA,206903,True,103451,1,0,republican,4
vernon-63571,vernonm,Monica,False,Vernon,Monica Vernon,2,democrat,46.2,46.2,1,IA,177403,False,177404,0,0,democrat,4
loebsack-51537,loebsackd,Dave,True,Loebsack,Dave Loebsack,2,democrat,53.7,53.7,2,IA,198571,True,99285,1,0,democrat,4
peters-65142,petersc,Christopher,False,Peters,Christopher Peters,1,republican,46.3,46.3,2,IA,170933,False,170934,0,0,republican,4
young-63579,youngd,David,True,Young,David Young,1,republican,53.5,53.5,3,IA,208598,True,104298,1,0,republican,4
mowrer-63580,mowrerj,Jim,False,Mowrer,Jim Mowrer,2,democrat,39.8,39.8,3,IA,155002,False,155002,0,0,democrat,4
holder-64432,holderb,Bryan,False,Holder,Bryan Holder,3,libertarian,3.9,3.9,3,IA,15372,False,15372,0,0,other,4
addy-65796,addyc,Claudia,False,Addy,Claudia Addy,4,petitioning-candidate,1.6,1.6,3,IA,6348,False,6348,0,0,other,4
grandanette-63576,grandanettej,Joe,False,Grandanette,Joe Grandanette,5,petitioning-candidate,1.2,1.2,3,IA,4518,False,4518,0,0,other,4
king-539,kings,Steve,True,King,Steve King,1,republican,61.3,61.3,4,IA,226719,True,113359,1,0,republican,4
weaver-65144,weaverk,Kim,False,Weaver,Kim Weaver,2,democrat,38.7,38.7,4,IA,142993,False,142994,0,0,democrat,4
labrador-60527,labradorr,Raul,True,Labrador,Raúl R. Labrador,1,republican,68.2,68.2,1,ID,242252,True,121125,1,0,republican,2
piotrowski-64863,piotrowskij,James,False,Piotrowski,James Piotrowski,2,democrat,31.8,31.8,1,ID,113052,False,113052,0,0,democrat,2
simpson-504,simpsonm,Mike,True,Simpson,Mike Simpson,2,republican,62.9,62.9,2,ID,205292,True,102645,1,0,republican,2
martinez-64866,martinezj,Jennifer,False,Martinez,Jennifer Martinez,1,democrat,29.4,29.4,2,ID,95940,False,95940,0,0,democrat,2
tomkins-64867,tomkinsa,Anthony,False,Tomkins,Anthony Tomkins,3,constitution,7.7,7.7,2,ID,25005,False,25006,0,0,other,2
rush-1263,rushb,Bobby,True,Rush,Bobby L. Rush,1,democrat,74.1,74.1,1,IL,234037,True,117018,1,0,democrat,18
deuser-64662,deusera,August,False,Deuser,August Deuser,2,republican,25.9,25.9,1,IL,81817,False,81818,0,0,republican,18
kelly-53697,kellyr,Robin,True,Kelly,Robin Kelly,1,democrat,79.8,79.8,2,IL,235051,True,117525,1,0,democrat,18
morrow-64721,morrowj,John,False,Morrow,John Morrow,2,republican,20.2,20.2,2,IL,59471,False,59472,0,0,republican,18
lipinski-50681,lipinskid,Dan,True,Lipinski,Daniel Lipinski,1,democrat,100.0,0.0,3,IL,307894,True,153946,1,1,democrat,18
gutierrez-1267,gutierrezl,Luis,True,Gutierrez,Luis V. Gutiérrez,1,democrat,100.0,0.0,4,IL,307894,True,153946,1,1,democrat,18
quigley-59914,quigleym,Mike,True,Quigley,Mike Quigley,1,democrat,67.8,67.8,5,IL,212842,True,106420,1,0,democrat,18
kolber-64264,kolberv,Vince,False,Kolber,Vince Kolber,2,republican,27.5,27.5,5,IL,86222,False,86222,0,0,republican,18
sherman-64681,shermanr,Rob,False,Sherman,Rob Sherman,3,green,4.7,4.7,5,IL,14657,False,14658,0,0,other,18
roskam-53825,roskamp,Peter,True,Roskam,Peter Roskam,2,republican,59.2,59.2,6,IL,208555,True,104277,1,0,republican,18
howland-64666,howlanda,Amanda,False,Howland,Amanda Howland,1,democrat,40.8,40.8,6,IL,143591,False,143592,0,0,democrat,18
davis-59339,davisd,Danny,True,Davis,Danny K. Davis,1,democrat,84.2,84.2,7,IL,250584,True,125291,1,0,democrat,18
leef-65644,leefj,Jeffrey,False,Leef,Jeffrey Leef,2,republican,15.8,15.8,7,IL,46882,False,46882,0,0,republican,18
krishnamoorthi-61644,krishnamoorthir,Raja,False,Krishnamoorthi,Raja Krishnamoorthi,1,democrat,58.3,58.3,8,IL,144954,True,72476,1,0,democrat,18
dicianni-64717,diciannip,Pete,False,DiCianni,Pete DiCianni,2,republican,41.7,41.7,8,IL,103617,False,103618,0,0,republican,18
schakowsky-1275,schakowskyj,Jan,True,Schakowsky,Jan Schakowsky,1,democrat,66.5,66.5,9,IL,217306,True,108652,1,0,democrat,18
mccarthy-lasonde-64719,mccarthy_lasondej,Joan,False,McCarthy Lasonde,Joan McCarthy Lasonde,2,republican,33.5,33.5,9,IL,109550,False,109550,0,0,republican,18
schneider-61646,schneiderb,Brad,False,Schneider,Brad Schneider,1,democrat,52.6,52.6,10,IL,150435,True,75217,1,0,democrat,18
dold-60158,doldr,Robert,True,Dold,Robert J. Dold,2,republican,47.4,47.4,10,IL,135535,False,135536,0,0,republican,18
foster-58367,fosterb,Bill,True,Foster,Bill Foster,1,democrat,60.4,60.4,11,IL,166578,True,83288,1,0,democrat,18
khouri-64671,khourit,Tonia,False,Khouri,Tonia Khouri,2,republican,39.6,39.6,11,IL,108995,False,108996,0,0,republican,18
bost-15698,bostm,Mike,True,Bost,Mike Bost,2,republican,54.3,54.3,12,IL,169976,True,84987,1,0,republican,18
baricevic-64720,baricevicc,C.J.,False,Baricevic,C.J. Baricevic,1,democrat,39.7,39.7,12,IL,124246,False,124246,0,0,democrat,18
bradshaw-62251,bradshawp,Paula,False,Bradshaw,Paula Bradshaw,3,green,6.0,6.0,12,IL,18780,False,18780,0,0,other,18
davis-16089,davisr,Rodney,True,Davis,Rodney Davis,2,republican,59.7,59.7,13,IL,187583,True,93791,1,0,republican,18
wicklund-64718,wicklundm,Mark,False,Wicklund,Mark Wicklund,1,democrat,40.3,40.3,13,IL,126811,False,126812,0,0,democrat,18
hultgren-53754,hultgrenr,Randy,True,Hultgren,Randy Hultgren,2,republican,59.3,59.3,14,IL,200508,True,100253,1,0,republican,18
walz-64676,walzj,Jim,False,Walz,Jim Walz,1,democrat,40.7,40.7,14,IL,137589,False,137590,0,0,democrat,18
shimkus-1285,shimkusj,John,True,Shimkus,John Shimkus,1,republican,100.0,0.0,15,IL,307894,True,153946,1,1,republican,18
kinzinger-60166,kinzingera,Adam,True,Kinzinger,Adam Kinzinger,1,republican,100.0,0.0,16,IL,307894,True,153946,1,1,republican,18
bustos-61657,bustosc,Cheri,True,Bustos,Cheri Bustos,1,democrat,60.3,60.3,17,IL,173125,True,86562,1,0,democrat,18
harlan-64679,harlanp,Patrick,False,Harlan,Patrick Harlan,2,republican,39.7,39.7,17,IL,113943,False,113944,0,0,republican,18
lahood-16982,lahoodd,Darin,True,LaHood,Darin LaHood,2,republican,72.1,72.1,18,IL,250506,True,125252,1,0,republican,18
rodriguez-65645,rodriguezj,Junius,False,Rodriguez,Junius Rodriguez,1,democrat,27.9,27.9,18,IL,96770,False,96770,0,0,democrat,18
visclosky-422,viscloskyp,Peter,True,Visclosky,Peter J. Visclosky,1,democrat,81.5,81.5,1,IN,207515,True,103757,1,0,democrat,9
dunn-64230,dunnd,Donna,False,Dunn,Donna Dunn,2,libertarian,18.5,18.5,1,IN,47051,False,47052,0,0,other,9
walorski-60423,walorskij,Jackie,True,Walorski,Jackie Walorski,3,republican,59.3,59.3,2,IN,164355,True,82177,1,0,republican,9
coleman-64754,colemanl,Lynn,False,Coleman,Lynn Coleman,1,democrat,36.9,36.9,2,IN,102401,False,102402,0,0,democrat,9
cenkush-65429,cenkushr,Ron,False,Cenkush,Ron Cenkush,2,libertarian,3.8,3.8,2,IN,10601,False,10602,0,0,other,9
banks-64756,banksj,Jim,False,Banks,Jim Banks,3,republican,70.1,70.1,3,IN,201396,True,100697,1,0,republican,9
schrader-61677,schradert,Tommy,False,Schrader,Tommy Schrader,1,democrat,23.0,23.0,3,IN,66023,False,66024,0,0,democrat,9
snyder-65430,snyderp,Pepper,False,Snyder,Pepper Snyder,2,libertarian,6.9,6.9,3,IN,19828,False,19828,0,0,other,9
rokita-19081,rokitat,Todd,True,Rokita,Todd Rokita,3,republican,64.6,64.6,4,IN,193412,True,96705,1,0,republican,9
dale-63317,dalej,John,False,Dale,John Dale,1,democrat,30.5,30.5,4,IN,91256,False,91256,0,0,democrat,9
mayoras-65646,mayorass,Steven,False,Mayoras,Steven Mayoras,2,libertarian,4.9,4.9,4,IN,14766,False,14766,0,0,other,9
brooks-61698,brookss,Susan,True,Brooks,Susan W. Brooks,3,republican,61.5,61.5,5,IN,221957,True,110978,1,0,republican,9
demaree-64760,demareea,Angela,False,Demaree,Angela Demaree,1,democrat,34.3,34.3,5,IN,123849,False,123850,0,0,democrat,9
wittlief-65431,wittliefm,Matthew,False,Wittlief,Matthew Wittlief,2,libertarian,4.2,4.2,5,IN,15329,False,15330,0,0,other,9
messer-53892,messerl,Luke,True,Messer,Luke Messer,3,republican,69.1,69.1,6,IN,204920,True,102459,1,0,republican,9
welsh-51511,welshb,Barry,False,Welsh,Barry Welsh,1,democrat,26.7,26.7,6,IN,79135,False,79136,0,0,democrat,9
turvey-65647,turveyr,Rich,False,Turvey,Rich Turvey,2,libertarian,4.2,4.2,6,IN,12330,False,12330,0,0,other,9
carson-57849,carsona,Andre,True,Carson,André Carson,1,democrat,60.0,60.0,7,IN,158739,True,79369,1,0,democrat,9
ping-59383,pingc,Catherine,False,Ping,Catherine Ping,3,republican,35.7,35.7,7,IN,94456,False,94456,0,0,republican,9
thompson-65432,thompsond,Drew,False,Thompson,Drew Thompson,2,libertarian,4.3,4.3,7,IN,11475,False,11476,0,0,other,9
bucshon-60421,bucshonl,Larry,True,Bucshon,Larry Bucshon,3,republican,63.7,63.7,8,IN,187702,True,93850,1,0,republican,9
drake-64771,draker,Ron,False,Drake,Ron Drake,1,democrat,31.7,31.7,8,IN,93356,False,93356,0,0,democrat,9
horning-732,horninga,Andrew,False,Horning,Andrew Horning,2,libertarian,4.6,4.6,8,IN,13655,False,13656,0,0,other,9
hollingsworth-64768,hollingswortht,Trey,False,Hollingsworth,Trey Hollingsworth,3,republican,54.1,54.1,9,IN,174791,True,87395,1,0,republican,9
yoder-61693,yoders,Shelli,False,Yoder,Shelli Yoder,1,democrat,40.5,40.5,9,IN,130627,False,130628,0,0,democrat,9
